"id","title","description","avatar","slug","is_active","is_featured","favorite_id","user_id","category_id","created_at","updated_at","deleted_at"
"1","Welcome to Our Blog","This is the first post on our blog, created by the admin.",NULL,"welcome-to-our-blog","1","1",NULL,"2","1","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"2","Teaching Tips for Success","Helpful tips for teachers to succeed in the classroom.",NULL,"teaching-tips-for-success","1","0",NULL,"4","2","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"3","Latest Technology Trends","An overview of the latest trends in technology.",NULL,"latest-technology-trends","1","0",NULL,"2","1","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"4","Classroom Management Strategies","Effective strategies for managing a classroom.",NULL,"classroom-management-strategies","1","0",NULL,"4","2","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"5","Health and Wellness Tips","Tips for maintaining health and wellness.",NULL,"health-and-wellness-tips","1","0",NULL,"2","3","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"id","student_id","user_id","title","description","fecha_entrega","status","created_at","updated_at"
"1",NULL,"4","Tarea: Entrega de proyecto de matemáticas","Completar el proyecto sobre álgebra y entregarlo en formato PDF.","2025-06-10","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"2",NULL,"4","Tarea: Lectura de capítulo 5 de historia","Leer y resumir el capítulo 5 para discusión en clase.","2025-06-20","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"3",NULL,"4","Examen: Matemáticas","Examen final de matemáticas, temas álgebra y geometría.","2025-06-15","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"4",NULL,"4","Examen: Historia","Examen de historia sobre la revolución industrial.","2025-06-25","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"5",NULL,"4","Presentación: Proyecto de ciencias","Presentar el proyecto de ciencias en clase.","2025-06-30","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"id","student_id","materia_id","grade","lapso","anio_escolar","created_at","updated_at"
"294","20","4","3","Examen 3 de Historia","2025-06-09","4.00","10.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"295","20","4","4","Examen 1 de Lengua","2025-06-09","14.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"296","20","4","4","Examen 2 de Lengua","2025-06-09","11.00","16.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"297","20","4","4","Examen 3 de Lengua","2025-06-09","9.00","9.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"298","20","4","5","Examen 1 de Inglés","2025-06-09","9.00","22.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"299","20","4","5","Examen 2 de Inglés","2025-06-09","19.00","20.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"300","20","4","5","Examen 3 de Inglés","2025-06-09","12.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"301","21","4","1","Examen 1 de Matemáticas","2025-06-09","18.00","23.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"302","21","4","1","Examen 2 de Matemáticas","2025-06-09","12.00","30.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"303","21","4","1","Examen 3 de Matemáticas","2025-06-09","14.00","14.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"304","21","4","2","Examen 1 de Ciencias","2025-06-09","13.00","17.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"305","21","4","2","Examen 2 de Ciencias","2025-06-09","11.00","22.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"306","21","4","2","Examen 3 de Ciencias","2025-06-09","5.00","30.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"307","21","4","3","Examen 1 de Historia","2025-06-09","8.00","28.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"308","21","4","3","Examen 2 de Historia","2025-06-09","17.00","27.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"309","21","4","3","Examen 3 de Historia","2025-06-09","11.00","29.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"310","21","4","4","Examen 1 de Lengua","2025-06-09","19.00","9.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"311","21","4","4","Examen 2 de Lengua","2025-06-09","4.00","28.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"312","21","4","4","Examen 3 de Lengua","2025-06-09","7.00","16.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"313","21","4","5","Examen 1 de Inglés","2025-06-09","11.00","21.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"314","21","4","5","Examen 2 de Inglés","2025-06-09","2.00","6.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"315","21","4","5","Examen 3 de Inglés","2025-06-09","10.00","24.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"316","22","4","1","Examen 1 de Matemáticas","2025-06-09","3.00","9.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"317","22","4","1","Examen 2 de Matemáticas","2025-06-09","5.00","29.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"318","22","4","1","Examen 3 de Matemáticas","2025-06-09","9.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"319","22","4","2","Examen 1 de Ciencias","2025-06-09","19.00","23.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"320","22","4","2","Examen 2 de Ciencias","2025-06-09","8.00","16.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"321","22","4","2","Examen 3 de Ciencias","2025-06-09","16.00","10.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"322","22","4","3","Examen 1 de Historia","2025-06-09","12.00","11.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"323","22","4","3","Examen 2 de Historia","2025-06-09","6.00","5.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"324","22","4","3","Examen 3 de Historia","2025-06-09","3.00","17.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"325","22","4","4","Examen 1 de Lengua","2025-06-09","6.00","22.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"326","22","4","4","Examen 2 de Lengua","2025-06-09","10.00","21.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"327","22","4","4","Examen 3 de Lengua","2025-06-09","1.00","27.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"328","22","4","5","Examen 1 de Inglés","2025-06-09","13.00","16.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"329","22","4","5","Examen 2 de Inglés","2025-06-09","9.00","30.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"330","22","4","5","Examen 3 de Inglés","2025-06-09","13.00","18.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"331","23","4","1","Examen 1 de Matemáticas","2025-06-09","4.00","13.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"332","23","4","1","Examen 2 de Matemáticas","2025-06-09","15.00","29.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"333","23","4","1","Examen 3 de Matemáticas","2025-06-09","10.00","27.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"334","23","4","2","Examen 1 de Ciencias","2025-06-09","20.00","9.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"335","23","4","2","Examen 2 de Ciencias","2025-06-09","19.00","25.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"336","23","4","2","Examen 3 de Ciencias","2025-06-09","1.00","14.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"337","23","4","3","Examen 1 de Historia","2025-06-09","20.00","20.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"338","23","4","3","Examen 2 de Historia","2025-06-09","4.00","30.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"339","23","4","3","Examen 3 de Historia","2025-06-09","19.00","6.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"340","23","4","4","Examen 1 de Lengua","2025-06-09","5.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"341","23","4","4","Examen 2 de Lengua","2025-06-09","17.00","23.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"342","23","4","4","Examen 3 de Lengua","2025-06-09","2.00","6.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"343","23","4","5","Examen 1 de Inglés","2025-06-09","15.00","12.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"344","23","4","5","Examen 2 de Inglés","2025-06-09","10.00","17.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"345","23","4","5","Examen 3 de Inglés","2025-06-09","13.00","8.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"346","24","4","1","Examen 1 de Matemáticas","2025-06-09","2.00","27.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"347","24","4","1","Examen 2 de Matemáticas","2025-06-09","20.00","16.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"348","24","4","1","Examen 3 de Matemáticas","2025-06-09","17.00","23.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"349","24","4","2","Examen 1 de Ciencias","2025-06-09","19.00","26.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"350","24","4","2","Examen 2 de Ciencias","2025-06-09","16.00","25.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"351","24","4","2","Examen 3 de Ciencias","2025-06-09","3.00","8.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"352","24","4","3","Examen 1 de Historia","2025-06-09","15.00","29.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"353","24","4","3","Examen 2 de Historia","2025-06-09","4.00","9.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"354","24","4","3","Examen 3 de Historia","2025-06-09","2.00","16.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"355","24","4","4","Examen 1 de Lengua","2025-06-09","1.00","24.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"356","24","4","4","Examen 2 de Lengua","2025-06-09","13.00","26.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"357","24","4","4","Examen 3 de Lengua","2025-06-09","9.00","23.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"358","24","4","5","Examen 1 de Inglés","2025-06-09","10.00","16.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"359","24","4","5","Examen 2 de Inglés","2025-06-09","15.00","15.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"360","24","4","5","Examen 3 de Inglés","2025-06-09","5.00","10.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"361","25","4","1","Examen 1 de Matemáticas","2025-06-09","3.00","18.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"362","25","4","1","Examen 2 de Matemáticas","2025-06-09","19.00","16.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"363","25","4","1","Examen 3 de Matemáticas","2025-06-09","12.00","23.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"364","25","4","2","Examen 1 de Ciencias","2025-06-09","12.00","24.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"365","25","4","2","Examen 2 de Ciencias","2025-06-09","17.00","23.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"366","25","4","2","Examen 3 de Ciencias","2025-06-09","7.00","26.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"367","25","4","3","Examen 1 de Historia","2025-06-09","9.00","8.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"368","25","4","3","Examen 2 de Historia","2025-06-09","18.00","25.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"369","25","4","3","Examen 3 de Historia","2025-06-09","6.00","12.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"370","25","4","4","Examen 1 de Lengua","2025-06-09","20.00","23.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"371","25","4","4","Examen 2 de Lengua","2025-06-09","13.00","11.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"372","25","4","4","Examen 3 de Lengua","2025-06-09","7.00","12.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"373","25","4","5","Examen 1 de Inglés","2025-06-09","10.00","25.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"374","25","4","5","Examen 2 de Inglés","2025-06-09","5.00","25.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"375","25","4","5","Examen 3 de Inglés","2025-06-09","18.00","9.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"376","26","4","1","Examen 1 de Matemáticas","2025-06-09","7.00","26.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"377","26","4","1","Examen 2 de Matemáticas","2025-06-09","12.00","11.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"378","26","4","1","Examen 3 de Matemáticas","2025-06-09","5.00","24.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"379","26","4","2","Examen 1 de Ciencias","2025-06-09","9.00","20.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"380","26","4","2","Examen 2 de Ciencias","2025-06-09","5.00","20.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"381","26","4","2","Examen 3 de Ciencias","2025-06-09","8.00","25.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"382","26","4","3","Examen 1 de Historia","2025-06-09","7.00","25.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"383","26","4","3","Examen 2 de Historia","2025-06-09","9.00","25.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"384","26","4","3","Examen 3 de Historia","2025-06-09","7.00","6.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"385","26","4","4","Examen 1 de Lengua","2025-06-09","11.00","10.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"386","26","4","4","Examen 2 de Lengua","2025-06-09","5.00","6.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"387","26","4","4","Examen 3 de Lengua","2025-06-09","14.00","8.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"388","26","4","5","Examen 1 de Inglés","2025-06-09","12.00","17.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"389","26","4","5","Examen 2 de Inglés","2025-06-09","20.00","12.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"390","26","4","5","Examen 3 de Inglés","2025-06-09","10.00","14.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"id","uuid","connection","queue","payload","exception","failed_at"
"id","queue","payload","attempts","reserved_at","available_at","created_at"
"id","name","description","created_at","updated_at"
"1","Matemáticas","Materia de matemáticas","2025-06-09 10:51:09","2025-06-09 10:51:09"
"2","Ciencias","Materia de ciencias","2025-06-09 10:51:09","2025-06-09 10:51:09"
"3","Historia","Materia de historia","2025-06-09 10:51:09","2025-06-09 10:51:09"
"4","Lengua","Materia de lengua","2025-06-09 10:51:09","2025-06-09 10:51:09"
"5","Inglés","Materia de inglés","2025-06-09 10:51:09","2025-06-09 10:51:09"
"id","migration","batch"
"92","2014_10_12_000000_create_users_table","1"
"93","2014_10_12_100000_create_password_resets_table","1"
"94","2019_08_19_000000_create_failed_jobs_table","1"
"95","2019_12_14_000001_create_personal_access_tokens_table","1"
"96","2022_11_30_175428_create_jobs_table","1"
"97","2022_12_18_035041_create_contacts_table","1"
"98","2023_11_29_231903_create_permission_tables","1"
"99","2025_05_28_131403_create_parents_table","1"
"100","2025_05_28_131418_create_students_table","1"
"101","2025_05_28_131433_create_payments_table","1"
"102","2025_05_28_131458_create_tiposdepagos_table","1"
"103","2025_05_30_003122_create_tasabcvs_table","1"
"104","2025_05_30_120000_create_morosos_table","1"
"105","2025_06_04_000000_create_materias_table","1"
"106","2025_06_04_000001_create_calificaciones_table","1"
"107","2025_06_05_030000_add_materia_id_foreign_to_users_table","1"
"108","2025_06_05_040000_create_examenes_table","1"
"109","2025_06_05_145052_create_categories_table","1"
"110","2025_06_05_145111_create_blogs_table","1"
"111","2025_06_06_170622_create_calendariotareas_table","1"
"112","2025_06_07_000000_create_configuracions_table","1"
"permission_id","model_type","model_id"
"role_id","model_type","model_id"
"1","App\Models\User","1"
"1","App\Models\User","2"
"9","App\Models\User","3"
"9","App\Models\User","4"
"id","parent_id","student_id","month","year","amount_due","amount_paid","status","created_at","updated_at"
"email","token","created_at"
"id","referencia","metodo","bank_name","bank_destino","monto","nombre","email","avatar","fecha","status","deuda","monto_pendiente","status_deuda","student_id","parent_id","created_at","updated_at","deleted_at"
"1","REF-74991","Pago Móvil","Citibank","Bank of America","592.86","Rhiannon Langosh","schuyler70@example.com",NULL,"2025-06-09 10:51:09","APPROVED","296.43","296.43",NULL,"1","1","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"2","REF-38056","Transferencia Bolívares","Wells Fargo","Chase","294.74","Bo Bayer","gavin.schuppe@example.com",NULL,"2025-06-09 10:51:09","APPROVED","147.37","147.37","DEUDA","2","2","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"3","REF-60451","Pago Móvil","Bank of America","Citibank","771.87","Otis Waelchi","marquis.ebert@example.com",NULL,"2025-06-09 10:51:09","PENDING","385.935","385.935",NULL,"3","3","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"4","REF-85446","Transferencia Bolívares","Citibank","Bank of America","800.30","Otis Waelchi","marquis.ebert@example.com",NULL,"2025-06-09 10:51:09","PENDING","400.15","400.15",NULL,"4","3","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"5","REF-10124","Pago Móvil","Bank of America","Bank of America","272.04","Otis Waelchi","marquis.ebert@example.com",NULL,"2025-06-09 10:51:09","PENDING","136.02","136.02","DEUDA","5","3","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"6","REF-09033","Pago Móvil","Chase","Wells Fargo","211.58","Americo Kunze","anabelle.gislason@example.com",NULL,"2025-06-09 10:51:09","APPROVED","105.79","105.79","DEUDA","11","5","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"7","REF-94644","Pago Móvil","Bank of America","Bank of America","979.69","Americo Kunze","anabelle.gislason@example.com",NULL,"2025-06-09 10:51:09","REJECTED","489.845","489.845",NULL,"12","5","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"8","REF-53224","Pago Móvil","Bank of America","Bank of America","155.41","Americo Kunze","anabelle.gislason@example.com",NULL,"2025-06-09 10:51:09","REJECTED","77.705","77.705","DEUDA","13","5","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"9","REF-75176","Transferencia Dólares","Wells Fargo","Wells Fargo","288.72","Ara Eichmann","waters.jaylin@example.org",NULL,"2025-06-09 10:51:09","REJECTED","144.36","144.36","DEUDA","14","6","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"10","REF-15113","Transferencia Bolívares","Chase","Bank of America","112.95","Ara Eichmann","waters.jaylin@example.org",NULL,"2025-06-09 10:51:09","PENDING","56.475","56.475","DEUDA","15","6","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"11","REF-70888","Pago Móvil","Wells Fargo","Wells Fargo","226.70","Ara Eichmann","waters.jaylin@example.org",NULL,"2025-06-09 10:51:09","PENDING","113.35","113.35","DEUDA","16","6","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"12","REF-86639","Transferencia Bolívares","Wells Fargo","Bank of America","392.88","Ara Eichmann","waters.jaylin@example.org",NULL,"2025-06-09 10:51:09","PENDING","196.44","196.44","DEUDA","17","6","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"13","REF-36349","Transferencia Dólares","Wells Fargo","Citibank","944.61","Clark Lockman","xhowe@example.com",NULL,"2025-06-09 10:51:09","APPROVED","472.305","472.305",NULL,"18","7","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"14","REF-03202","Pago Móvil","Citibank","Citibank","667.26","Clark Lockman","xhowe@example.com",NULL,"2025-06-09 10:51:09","PENDING","333.63","333.63",NULL,"19","7","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"id","name","guard_name","created_at","updated_at"
"1","patient_dashboard","api","2025-06-09 10:51:09","2025-06-09 10:51:09"
"2","admin_dashboard","api","2025-06-09 10:51:09","2025-06-09 10:51:09"
"3","doctor_dashboard","api","2025-06-09 10:51:09","2025-06-09 10:51:09"
"4","register_rol","api","2025-06-09 10:51:09","2025-06-09 10:51:09"
"5","list_rol","api","2025-06-09 10:51:09","2025-06-09 10:51:09"
"6","edit_rol","api","2025-06-09 10:51:09","2025-06-09 10:51:09"
"7","delete_rol","api","2025-06-09 10:51:09","2025-06-09 10:51:09"
"8","settings","api","2025-06-09 10:51:09","2025-06-09 10:51:09"
"id","tokenable_type","tokenable_id","name","token","abilities","last_used_at","created_at","updated_at"
"id","name","surname","mobile","birth_date","gender","address","avatar","n_doc","status","email","email_verified_at","password","remember_token","created_at","updated_at","deleted_at"
"1","Rhiannon","Langosh","940.905.1436","1980-10-24 00:00:00","1","9799 Skiles Summit
Jocelynville, ID 84939-1067",NULL,"2605047073","ACTIVE","schuyler70@example.com",NULL,"$2y$10$wOEoIq0BJaGMkB6UOrjs/OQ6ds0pCAfziCCu4cFco8LD7ibxlTg4e",NULL,"2025-06-09 10:51:08","2025-06-09 10:51:08",NULL
"2","Bo","Bayer","947-328-5148","1994-06-25 00:00:00","1","629 Burnice Brooks Suite 348
Kohlerfort, NH 47861",NULL,"2981043045","ACTIVE","gavin.schuppe@example.com",NULL,"$2y$10$E.1s1cYmD1HW3ZH0yohhheI0NBtLzNJ2d0RYvTDr54wyB3cVupSm6",NULL,"2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"3","Otis","Waelchi","+1 (660) 492-1712","1986-08-13 00:00:00","2","20648 Pfeffer Shore Apt. 398
North Lillie, MN 48560",NULL,"8299556843","ACTIVE","marquis.ebert@example.com",NULL,"$2y$10$NB2FqS9rIArrD5zq8wdW..hUMtueUooEUT15U.cT76.j9oLhGXgbi",NULL,"2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"4","Orville","Sipes","(972) 897-1303","1975-08-26 00:00:00","2","683 Treutel Run
Breanamouth, RI 99462-9751",NULL,"5500974126","INACTIVE","waelchi.winnifred@example.net",NULL,"$2y$10$u29KzCcOq/Gu6UhVXE.6ouXotCAc.qO0J0/YuuTaMfAg/Kc/4Z99i",NULL,"2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"5","Americo","Kunze","929-534-3895","2009-04-30 00:00:00","2","392 Anabel Causeway Apt. 789
East Mariannaside, IL 67387",NULL,"8648881895","ACTIVE","anabelle.gislason@example.com",NULL,"$2y$10$nut6k/koI2OHL.toX40bf.XBpDYs8Y3csHmLC3OQ5YSBoEcPfZ3Kq",NULL,"2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"6","Ara","Eichmann","+1-575-773-7298","1977-02-23 00:00:00","2","7198 Kara Overpass Apt. 794
Lake Rahsaanmouth, FL 26772",NULL,"6342218693","ACTIVE","waters.jaylin@example.org",NULL,"$2y$10$jE9fvxqYRTlGzrlzHKICoOItv6w51Bi9T/E9jEfEAyNLid5ep5Cqm",NULL,"2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"7","Clark","Lockman","740.622.4744","2007-04-11 00:00:00","1","598 Ilene Dam Suite 344
North Jessycatown, GA 99191",NULL,"2780669609","ACTIVE","xhowe@example.com",NULL,"$2y$10$BN8GldCbYeQMe/acesIX1uodvvP/fBqxTrCvjBc39Wj5VPGIEDWUm",NULL,"2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"8","Chesley","Lind","+1-619-286-1741","1985-12-03 00:00:00","2","510 Enos Underpass
Mariannaport, KS 73106-1467",NULL,"7206468549","INACTIVE","kshlerin.kirstin@example.net",NULL,"$2y$10$AHl9/wOAjVx9E00q7qAXO.OUu4rTX9YRMiJLu/3pQ1NXfhzn5oKP2",NULL,"2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"9","Anibal","Kemmer","(628) 449-4399","1992-09-04 00:00:00","2","8354 Demetrius Manors
North Raleigh, FL 07762-1760",NULL,"5648810415","INACTIVE","chaz.hartmann@example.com",NULL,"$2y$10$VkOh34peRuen6hGys0HFLOuFk5yE6ihBdJypNYyAKvjgzCen8SL5S",NULL,"2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"10","Sidney","Franecki","(361) 320-8313","1999-07-26 00:00:00","1","59210 Hodkiewicz Islands
South Ofelia, NV 50807",NULL,"0306606680","INACTIVE","jerry.gusikowski@example.net",NULL,"$2y$10$NCES8eJtrvsqCL1zXXK7YORo1fOrrgr.tJXWnbydoZZgpUF41rDRu",NULL,"2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"id","name","guard_name","created_at","updated_at"
"1","SUPERADMIN","api","2025-06-09 14:51:08","2025-06-09 14:51:08"
"2","ADMIN","api","2025-06-09 14:51:08","2025-06-09 14:51:08"
"9","GUEST","api","2025-06-09 14:51:08","2025-06-09 14:51:08"
"10","GUEST","parent-api","2025-06-09 10:51:09","2025-06-09 10:51:09"
"11","MAESTRO","api","2025-06-09 10:51:09","2025-06-09 10:51:09"
"permission_id","role_id"
"id","name","surname","birth_date","gender","n_doc","school_year","section","matricula","avatar","status","parent_id","user_id","created_at","updated_at","deleted_at"
"1","Noemie","Hilpert","1974-07-18 00:00:00","1","1880805914","5th","z","1000.00",NULL,"INACTIVE","1","4","2025-06-09 10:51:08","2025-06-09 15:33:27",NULL
"2","Rosalia","Hegmann","1980-03-10 00:00:00","2","8724476171","3rd","o","1000.00",NULL,"ACTIVE","2","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"3","Elmore","Bashirian","2014-04-06 00:00:00","1","0951056991","3rd","d","1000.00",NULL,"GRADUATED","3","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"4","Annabel","Schroeder","1995-03-27 00:00:00","1","0795715831","1st","c","1000.00",NULL,"INACTIVE","3","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"5","Pietro","Johnston","2006-10-25 00:00:00","2","5454136876","2nd","h","1000.00",NULL,"ACTIVE","3","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"6","Pierre","Cronin","1980-08-12 00:00:00","1","6407695790","2nd","w","1000.00",NULL,"RETIRED","4","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"7","Reanna","Hill","2025-01-09 00:00:00","1","6735648884","3rd","a","1000.00",NULL,"RETIRED","4","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"8","Zoila","Keeling","1993-11-02 00:00:00","1","0204192667","5th","h","1000.00",NULL,"INACTIVE","4","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"9","Vilma","Wunsch","2003-12-31 00:00:00","1","2661040497","2nd","s","1000.00",NULL,"RETIRED","4","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"10","Agustina","Rippin","2001-06-11 00:00:00","1","7216014214","2nd","z","1000.00",NULL,"INACTIVE","4","4","2025-06-09 10:51:09","2025-06-09 15:56:05",NULL
"11","Florida","Wiegand","1975-07-18 00:00:00","2","8549519084","3rd","e","1000.00",NULL,"RETIRED","5","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"12","Jocelyn","Kohler","2014-04-12 00:00:00","1","9591906467","4th","l","1000.00",NULL,"INACTIVE","5","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"13","Veda","Satterfield","2019-03-08 00:00:00","2","1993568781","2nd","d","1000.00",NULL,"INACTIVE","5","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"14","Kobe","Leannon","1973-12-17 00:00:00","1","9254986771","3rd","j","1000.00",NULL,"RETIRED","6","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"15","Vada","Konopelski","1995-05-02 00:00:00","2","8271668116","5th","t","1000.00",NULL,"INACTIVE","6","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
